Product type,Product,Revenue,Quantity,Gross margin
Insect Repellents,BugShield Lotion,7931.63,1175,0.65483135
Sunscreen,Sun Shelter 15,11416.3,2429,0.61914894
Sunscreen,Sun Shield,11736.84,2081,0.5106383
First Aid,Deluxe Family Relief Kit,10388.7,306,0.58645066
First Aid,Aloe Relief,512.54,98,0.63288719
Irons,Hailstorm Steel Irons,25133.72,58,0.49000785
Irons,Hailstorm Titanium Irons,46259.46,53,0.43751289
Irons,Lady Hailstorm Steel Irons,22535.55,45,0.44535634
Irons,Lady Hailstorm Titanium Irons,60168.96,72,0.44955007
Woods,Hailstorm Titanium Woods Set,117092.36,98,0.42250716
Woods,Hailstorm Steel Woods Set,32057.76,49,0.47786745
Woods,Lady Hailstorm Titanium Woods Set,40900.48,32,0.48311609
Woods,Lady Hailstorm Steel Woods Set,35102.97,41,0.44845066
Putters,Course Pro Putter,57077.5,790,0.51695502
Putters,Blue Steel Putter,12347.64,148,0.50617284
Putters,Blue Steel Max Putter,68425.37,403,0.45933212
Golf Accessories,Course Pro Golf and Tee Set,5789.07,567,0.72575906
Golf Accessories,Course Pro Umbrella,12939.6,1052,0.51219512
Golf Accessories,Course Pro Golf Bag,10307,50,0.61336955
Golf Accessories,Course Pro Gloves,3865.08,372,0.7680462
Navigation,Trail Master,35750,143,0.0522
Cooking Gear,TrailChef Deluxe Cook Set,24266.06,260,0.2075545
Cooking Gear,TrailChef Double Flame,9257.97,61,0.50583119
Tents,Star Dome,39704.29,61,0.39160227
Sleeping Bags,Hibernator,35885.2,260,0.3769019
Packs,Canyon Mule Extreme Backpack,65799.28,152,0.4481739
Lanterns,Firefly 2,1669.57,61,0.45999269
Lanterns,Firefly 4,2914.56,99,0.38858696
Lanterns,Firefly Extreme,3163.86,63,0.44006372
Lanterns,EverGlow Butane,2759.4,42,0.38158295
Rope,Husky Rope 50,39104,260,0.32905585
Rope,Husky Rope 60,23932.4,134,0.29165733
Rope,Husky Rope 100,49530.72,152,0.30126435
Rope,Husky Rope 200,47021.76,87,0.31477575
Safety,Granite Climbing Helmet,19615.92,282,0.24468085
Safety,Husky Harness,10448.1,171,0.28363339
Safety,Husky Harness Extreme,23265,225,0.47843327
Safety,Granite Signal Mirror,2739,83,0.52393939
Climbing Accessories,Granite Carabiner,19483.4,5141,0.48282333
Climbing Accessories,Granite Belay,25530.4,388,0.47613982
Climbing Accessories,Granite Pulley,23959,650,0.50217037
Climbing Accessories,Firefly Climbing Lamp,9628.56,344,0.28617363
Climbing Accessories,Firefly Charger,15163,295,0.56498054
Climbing Accessories,Firefly Rechargeable Battery,10406.16,1341,0.59407216
Climbing Accessories,Granite Chalk Bag,4039.56,229,0.51643991
Tools,Granite Ice,17446.4,232,0.48178191
Tools,Granite Hammer,12479.88,166,0.2434158
Tools,Granite Shovel,12336.28,212,0.33699948
Tools,Granite Grip,5801.6,296,0.49540816
Tools,Granite Axe,17692.8,456,0.49690722
Tools,Granite Extreme,20830.4,277,0.38138298
Watches,Mountain Man Deluxe,5113.02,66,0.49657932
Watches,Mountain Man Combination,3073.6,32,0.53149401
Watches,Mountain Man Extreme,3173.39,11,0.59724774
Watches,Venue,5621,77,0.41589041
Watches,Infinity,7064,30,0.45926954
Watches,Lux,5517.6,33,0.48050239
Watches,Sam,9384.1,209,0.38752784
Watches,TX,17668,92,0.4554211
Watches,Legend,9620,41,0.45185447
Watches,Kodiak,8180.4,68,0.44023275
Eyewear,Polar Sun,7878,130,0.56848185
Eyewear,Polar Wave,1721.16,18,0.56996444
Eyewear,Bella,5700,76,0.4152
Eyewear,Capri,5706.7,149,0.33916449
Eyewear,Cat Eye,8707.2,274,0.32909316
Eyewear,Dante,4253.45,97,0.35119726
Eyewear,Inferno,10855,167,0.39538462
Eyewear,Maximus,13645,165,0.51029022
Eyewear,Zone,24849.7,784,0.33897431
Eyewear,Hawk Eye,7735.5,191,0.40222222
Knives,Edge Extreme,12713.63,113,0.28895209
Knives,Max Gizmo,9664.6,253,0.53769634
Knives,Pocket Gizmo,5685.2,466,0.59918033
Binoculars,Seeker Extreme,8585.5,50,0.45186652
Binoculars,Ranger Vision,8160,51,0.43200735
Navigation,Trail Scout,3094,13,0.35504202
First Aid,Calamine Relief,348,58,0.52833333
Watches,Lux,6106.4,34,0.47216036
Watches,TX,5452,29,0.45053191
Watches,Legend,6214.6,23,0.44626203
Eyewear,Bella,540,8,0.45140741
Eyewear,Dante,5703.75,135,0.36
Eyewear,Maximus,480,6,0.4925
Eyewear,Trendi,5432.4,108,0.39681909
Eyewear,Zone,5532.8,182,0.32203947
Navigation,Trail Master,730,2,0.35082192
Cooking Gear,TrailChef Kitchen Kit,10680.56,458,0.31689537
Cooking Gear,TrailChef Cook Set,23336.64,1150,-0.5716427
Cooking Gear,TrailChef Deluxe Cook Set,35484.54,291,0.34754797
Cooking Gear,TrailChef Single Flame,24978.48,398,0.26099426
Cooking Gear,TrailChef Double Flame,19687.08,138,0.4742745
Cooking Gear,TrailChef Kettle,22972.24,1829,0.59315287
Cooking Gear,TrailChef Utensils,31885.9,1709,0.46402642
Tents,Star Lite,309110.08,843,0.31820405
Tents,Star Dome,102177.28,167,0.35277197
Tents,Star Gazer 2,181212.57,331,0.28293788
Tents,Star Peg,10616.5,5447,0.48693072
Sleeping Bags,Hibernator,37679.46,273,0.3769019
Sleeping Bags,Hibernator Extreme,45110.63,181,0.39814629
Packs,Canyon Mule Journey Backpack,106674.66,306,0.38805542
Packs,Canyon Mule Extreme Backpack,41124.55,95,0.4481739
Packs,Canyon Mule Cooler,31488.16,962,0.51118135
Lanterns,Firefly Extreme,10486.92,210,0.43689854
Lanterns,Firefly Multi-light,2991.15,115,0.31641676
Lanterns,EverGlow Kerosene,11254.88,364,0.35316947
Lanterns,Flicker Lantern,10552.4,310,0.54112808
Watches,Mountain Man Analog,6466.5,135,0.3736952
Watches,Mountain Man Digital,2365.24,58,0.50956351
Watches,Mountain Man Deluxe,9109.91,117,0.4991169
Watches,Mountain Man Combination,2977.55,31,0.53149401
Watches,Mountain Man Extreme,3173.39,11,0.59724774
Eyewear,Polar Sun,12418.66,205,0.56833104
Eyewear,Polar Sports,5997.68,52,0.48950928
Eyewear,Polar Extreme,3802.34,26,0.50425264
Knives,Edge Extreme,19914.27,177,0.28895209
Knives,Bear Edge,6209.4,158,0.40127226
Knives,Bear Survival Edge,10156.6,134,0.43686864
Binoculars,Seeker 35,12668.16,128,0.28069112
Binoculars,Seeker 50,10715.1,85,0.26558782
Navigation,Glacier Basic,9588.93,299,0.3763642
Navigation,Glacier Deluxe,5680.44,62,0.38626937
Navigation,Glacier GPS,13825.98,126,0.28415201
Insect Repellents,BugShield Spray,6473.11,1099,0.6893039
Insect Repellents,BugShield Extreme,40327.98,6089,0.6346115
Sunscreen,Sun Blocker,6321,1290,0.60204082
Sunscreen,Sun Shelter 30,9998.75,2105,0.61052632
First Aid,Aloe Relief,1359.8,260,0.63288719
First Aid,Insect Bite Relief,432,72,0.54
Irons,Hailstorm Steel Irons,31200.48,72,0.49000785
Irons,Hailstorm Titanium Irons,106484.04,122,0.43751289
Irons,Lady Hailstorm Steel Irons,62598.75,125,0.44535634
Irons,Lady Hailstorm Titanium Irons,35934.24,43,0.44955007
Woods,Hailstorm Titanium Woods Set,58546.18,49,0.42250716
Woods,Hailstorm Steel Woods Set,74583.36,114,0.47786745
Woods,Lady Hailstorm Titanium Woods Set,39622.34,31,0.48311609
Woods,Lady Hailstorm Steel Woods Set,25685.1,30,0.44845066
Putters,Course Pro Putter,27744,384,0.51695502
Putters,Blue Steel Putter,10428.75,125,0.50617284
Golf Accessories,Course Pro Golf and Tee Set,10137.96,972,0.73154362
Golf Accessories,Course Pro Umbrella,8427.54,678,0.51729686
Golf Accessories,Course Pro Golf Bag,36074.5,175,0.61336955
Golf Accessories,Course Pro Gloves,25011.36,3863,0.62777594
Watches,Venue,30076,412,0.41539566
Watches,Infinity,28060,124,0.46404562
Watches,Lux,11264.8,65,0.47181131
Watches,Sam,4983.9,111,0.38218263
Watches,TX,42716,229,0.44511003
Watches,Legend,6151,23,0.4461551
Watches,Kodiak,1924.8,16,0.43374896
Eyewear,Bella,8167.5,121,0.44755556
Eyewear,Cat Eye,10446.55,309,0.32917183
Eyewear,Fairway,20794.8,1032,0.39875786
Eyewear,Inferno,21914.35,340,0.40485664
Eyewear,Maximus,31191,375,0.50240422
Eyewear,Trendi,16800.2,334,0.39111915
Eyewear,Zone,69393.7,2269,0.32037908
Eyewear,Hawk Eye,9072,224,0.39612103
Knives,Pocket Gizmo,15042.6,1233,0.60212796
Binoculars,Seeker 50,6555.12,52,0.26558782
Binoculars,Ranger Vision,12800,80,0.5375
Navigation,Glacier Basic,8434.41,263,0.3763642
Navigation,Sky Pilot,7518,21,0.33706704
Irons,Hailstorm Steel Irons,44200.68,102,0.49000785
Irons,Hailstorm Titanium Irons,35785.62,41,0.43751289
Irons,Lady Hailstorm Steel Irons,19530.81,39,0.44535634
Irons,Lady Hailstorm Titanium Irons,78553.92,94,0.44955007
Woods,Hailstorm Titanium Woods Set,90806.32,76,0.42250716
Woods,Hailstorm Steel Woods Set,24206.88,37,0.47786745
Woods,Lady Hailstorm Titanium Woods Set,102577.36,80,0.4847596
Woods,Lady Hailstorm Steel Woods Set,28253.61,33,0.44845066
Putters,Course Pro Putter,21964,304,0.51695502
Putters,Blue Steel Putter,18855.18,226,0.50617284
Putters,Blue Steel Max Putter,33618.42,198,0.45933212
Golf Accessories,Course Pro Golf and Tee Set,4453.61,427,0.73154362
Golf Accessories,Course Pro Umbrella,18242.17,1459,0.52012288
Golf Accessories,Course Pro Golf Bag,18758.74,91,0.61336955
Golf Accessories,Course Pro Gloves,3454.5,329,0.77047619
Watches,Venue,18907,259,0.41329243
Watches,Infinity,63603,273,0.44463437
Watches,Lux,16429.6,95,0.47518016
Watches,Sam,17241.6,384,0.38218263
Watches,TX,45492,242,0.44832322
Watches,Legend,69995.2,269,0.43618877
Watches,Zodiak,8368,80,0.42428298
Watches,Kodiak,39688.9,310,0.47167243
Eyewear,Bella,11542.5,171,0.44755556
Eyewear,Capri,10264.4,268,0.33916449
Eyewear,Cat Eye,21291,741,0.31908224
Eyewear,Dante,29316.25,681,0.3555233
Eyewear,Fairway,30164.55,1497,0.40141126
Eyewear,Inferno,68035.9,1065,0.41837015
Eyewear,Maximus,24050,289,0.514079
Eyewear,Trendi,39586.1,787,0.39583086
Eyewear,Zone,33063.5,1082,0.32290834
Eyewear,Hawk Eye,20898,516,0.40039525
Eyewear,Retro,17479.35,279,0.44271612
Knives,Max Gizmo,8518.6,223,0.53769634
Knives,Pocket Gizmo,6710,550,0.59401639
Binoculars,Ranger Vision,14720,92,0.53247283
Navigation,Trail Scout,10948,46,0.35638473
Navigation,Sky Pilot,1074,3,0.33706704
Cooking Gear,TrailChef Kitchen Kit,8745,375,0.31689537
Cooking Gear,TrailChef Deluxe Cook Set,0,18,
Cooking Gear,TrailChef Double Flame,2731.86,18,0.50583119
Cooking Gear,TrailChef Kettle,27647.85,2169,0.59911566
Tents,Star Dome,18094.72,28,0.38722456
Sleeping Bags,Hibernator Self - Inflating Mat,56106.47,469,0.5440107
Packs,Canyon Mule Journey Backpack,41484.59,119,0.38805542
Lanterns,Firefly 2,492.66,18,0.45999269
Lanterns,Firefly Multi-light,11314.35,435,0.31641676
Lanterns,EverGlow Lamp,28680.25,1289,0.5505618
Insect Repellents,BugShield Lotion,8142.82,1187,0.66034985
Cooking Gear,TrailChef Water Bag,22901.06,3640,0.5342923
Cooking Gear,TrailChef Canteen,11375.41,932,0.45761603
Cooking Gear,TrailChef Double Flame,37519.58,263,0.4742745
Tents,Star Lite,229975.12,661,0.28144401
Tents,Star Gazer 2,180665.1,330,0.28293788
Tents,Star Gazer 3,111371.75,175,0.3306202
Sleeping Bags,Hibernator Lite,64526.16,762,0.29145017
Sleeping Bags,Hibernator,69148.02,501,0.3769019
Sleeping Bags,Hibernator Pillow,6625.9,383,0.52947977
Sleeping Bags,Hibernator Camp Cot,39382.21,401,0.33560737
Lanterns,Firefly Lite,15048.8,1040,0.53351762
Lanterns,Firefly 2,13865.94,517,0.37844892
Lanterns,Firefly Multi-light,6736.59,259,0.31641676
Lanterns,EverGlow Single,26515.92,1139,0.3556701
Lanterns,EverGlow Kerosene,8503,275,0.35316947
Eyewear,Capri,41928.3,1431,0.13959044
Knives,Single Edge,42089.62,3451,0.29815095
Binoculars,Seeker Mini,11153.74,138,0.50509874
Navigation,Trail Master,4000,16,0.0522
Insect Repellents,BugShield Natural,9725.52,1654,0.68367347
Sunscreen,Sun Shelter Stick,15680,3200,0.6
First Aid,Compact Relief Kit,9593.3,424,0.60222238
First Aid,Calamine Relief,1446,241,0.52833333
Cooking Gear,TrailChef Cook Set,18168.48,341,0.34365616
Cooking Gear,TrailChef Deluxe Cook Set,0,16,
Cooking Gear,TrailChef Single Flame,51525.96,821,0.26099426
Cooking Gear,TrailChef Double Flame,10702.6,74,0.48143442
Tents,Star Dome,10414.24,16,0.39160227
Tents,Star Gazer 6,37717.6,48,0.37641844
Tents,Star Peg,1809.92,896,0.5049505
Packs,Canyon Mule Climber Backpack,19796.5,274,0.2733564
Packs,Canyon Mule Weekender Backpack,37623.6,140,0.37984669
Packs,Canyon Mule Carryall,18239.76,264,0.40396584
Lanterns,Firefly 2,437.92,16,0.45999269
Lanterns,EverGlow Single,6363.8,188,0.46706056
Lanterns,EverGlow Double,990.85,19,0.44870566
Lanterns,EverGlow Lamp,7793.5,286,0.34055046
Watches,Mountain Man Combination,2593.35,27,0.53149401
Binoculars,Seeker 35,9897,100,0.28069112
Insect Repellents,BugShield Extreme,12035.52,1791,0.63988095
Sunscreen,Sun Shelter 30,23701.65,5018,0.60832685
Irons,Hailstorm Steel Irons,28600.44,66,0.49000785
Woods,Lady Hailstorm Titanium Woods Set,46013.04,36,0.48311609
Woods,Lady Hailstorm Steel Woods Set,15739.02,18,0.4599435
Cooking Gear,TrailChef Water Bag,19686.54,3098,0.53891644
Cooking Gear,TrailChef Canteen,5894.4,480,0.46091205
Cooking Gear,TrailChef Kitchen Kit,7439.08,319,0.31689537
Cooking Gear,TrailChef Cup,5302.43,1477,0.7632312
Cooking Gear,TrailChef Cook Set,29528.8,721,0.17324104
Cooking Gear,TrailChef Deluxe Cook Set,71944.6,606,0.33516289
Cooking Gear,TrailChef Double Flame,2428.32,16,0.50583119
Cooking Gear,TrailChef Kettle,11730.3,915,0.60140406
Tents,Star Lite,59590.93,161,0.32456164
Tents,Star Dome,10414.24,16,0.39160227
Tents,Star Gazer 2,90332.55,165,0.28293788
Tents,Star Gazer 3,91006.63,143,0.3306202
Tents,Star Gazer 6,14374.8,18,0.38642625
Sleeping Bags,Hibernator Lite,32940.52,389,0.29145017
Sleeping Bags,Hibernator Extreme,168977.94,678,0.39814629
Sleeping Bags,Hibernator Self - Inflating Mat,62925.38,526,0.5440107
Sleeping Bags,Hibernator Pad,8083.15,205,0.51382196
Sleeping Bags,Hibernator Pillow,3165.9,183,0.52947977
Sleeping Bags,Hibernator Camp Cot,14633.29,149,0.33560737
Packs,Canyon Mule Climber Backpack,68204,944,0.2733564
Packs,Canyon Mule Weekender Backpack,45954.54,171,0.37984669
Packs,Canyon Mule Extreme Backpack,45020.56,104,0.4481739
Packs,Canyon Mule Cooler,11620.76,353,0.51397327
Packs,Canyon Mule Carryall,41315.82,598,0.40396584
Lanterns,Firefly Mapreader,16694.16,1046,0.53007519
Lanterns,Firefly 2,437.92,16,0.45999269
Lanterns,Firefly 4,3490.85,121,0.37608319
Lanterns,Firefly Extreme,3967.38,79,0.44006372
Lanterns,EverGlow Single,27520.05,813,0.46706056
Lanterns,EverGlow Double,2294.6,44,0.44870566
Lanterns,EverGlow Butane,8611.43,134,0.36776819
Lanterns,EverGlow Lamp,10409.5,382,0.34055046
Lanterns,Flicker Lantern,7863.24,231,0.54112808
Rope,Husky Rope 50,23161.6,154,0.32905585
Rope,Husky Rope 60,14529.3,81,0.29471413
Rope,Husky Rope 100,63542.7,195,0.30126435
Rope,Husky Rope 200,56911.4,105,0.31671423
Safety,Granite Climbing Helmet,54326.36,781,0.24468085
Safety,Husky Harness,30733.3,503,0.28363339
Safety,Husky Harness Extreme,76722.8,742,0.47843327
Safety,Granite Signal Mirror,14998.5,621,0.40763676
Climbing Accessories,Granite Carabiner,15661.08,4101,0.4867557
Climbing Accessories,Granite Belay,21977.2,334,0.47613982
Climbing Accessories,Granite Pulley,17434.78,473,0.50217037
Climbing Accessories,Firefly Climbing Lamp,13228.43,437,0.32502648
Climbing Accessories,Firefly Charger,24055.2,468,0.56498054
Climbing Accessories,Firefly Rechargeable Battery,16456.16,2099,0.59821429
Climbing Accessories,Granite Chalk Bag,6030.72,340,0.51909556
Tools,Granite Ice,53166.4,707,0.48178191
Tools,Granite Hammer,36838.2,490,0.2434158
Tools,Granite Shovel,13815.65,235,0.34376595
Tools,Granite Grip,22638,1155,0.49540816
Tools,Granite Axe,67482.4,1745,0.49524024
Tools,Granite Extreme,90089.6,1198,0.38138298
Watches,Mountain Man Analog,2826.1,59,0.3736952
Watches,Mountain Man Combination,7203.75,75,0.53149401
Watches,Mountain Man Extreme,10674.13,37,0.59724774
Watches,Venue,119647,1639,0.41489147
Watches,Infinity,120080,523,0.45545803
Watches,Lux,46305.6,259,0.47215412
Watches,Sam,37267,830,0.38263182
Watches,TX,168304,897,0.44789773
Watches,Legend,99628.4,381,0.44121797
Watches,Zodiak,15376.2,147,0.42610918
Watches,Kodiak,129295,1058,0.44540516
Eyewear,Polar Sun,9513.28,155,0.5739377
Eyewear,Polar Ice,7876,73,0.53944007
Eyewear,Polar Wave,1529.92,16,0.56996444
Eyewear,Bella,36517.5,541,0.45065982
Eyewear,Capri,47070.7,1229,0.33857177
Eyewear,Cat Eye,84725.85,2662,0.32713027
Eyewear,Dante,113561.75,2639,0.35450819
Eyewear,Fairway,111429.5,5530,0.40093781
Eyewear,Inferno,85185.8,1324,0.40692698
Eyewear,Maximus,144102,1751,0.50263778
Eyewear,Trendi,116796.6,2322,0.39360769
Eyewear,Zone,311539.4,10199,0.32205551
Eyewear,Hawk Eye,37584,928,0.39573409
Eyewear,Retro,14722.75,235,0.44070231
Knives,Single Edge,48066.19,3983,0.29067646
Knives,Double Edge,12542.39,769,0.29920294
Knives,Edge Extreme,35890.69,319,0.28895209
Knives,Bear Survival Edge,3423.8,53,0.37306502
Knives,Max Gizmo,14592.4,382,0.53831721
Knives,Pocket Gizmo,48775.6,3998,0.60245143
Binoculars,Seeker 35,28800.27,291,0.28069112
Binoculars,Seeker Extreme,20948.62,122,0.45186652
Binoculars,Opera Vision,34430,313,0.54169329
Binoculars,Ranger Vision,78880,493,0.45309559
Navigation,Glacier GPS,31711.97,289,0.28415201
Navigation,Glacier GPS Extreme,29745.76,88,0.4779303
Navigation,Trail Master,4015,11,0.35082192
Navigation,Trail Scout,11900,50,0.34865546
Navigation,Astro Pilot,21750,150,0.37662069
Navigation,Sky Pilot,31504,88,0.33706704
Insect Repellents,BugShield Natural,21961.14,3746,0.68273232
Insect Repellents,BugShield Lotion Lite,2079,297,0.73142857
Insect Repellents,BugShield Lotion,2940,420,0.66714286
Insect Repellents,BugShield Extreme,13211.52,1966,0.63988095
Sunscreen,Sun Blocker,7688.1,1569,0.60204082
Sunscreen,Sun Shelter Stick,4071.9,831,0.6
Sunscreen,Sun Shelter 15,4194.4,856,0.63469388
Sunscreen,Sun Shelter 30,10982,2312,0.61052632
Sunscreen,Sun Shield,5186.16,882,0.53061224
First Aid,Compact Relief Kit,4525.94,199,0.6042811
First Aid,Calamine Relief,462,77,0.52833333
First Aid,Insect Bite Relief,1524,254,0.54
Watches,Mountain Man Analog,13354.54,277,0.3777397
Watches,Venue,25185,345,0.41403216
Watches,Infinity,53612,231,0.45853913
Watches,Lux,13208.8,79,0.47260766
Watches,TX,42096,224,0.45441277
Watches,Legend,43966.8,169,0.4321065
Watches,Zodiak,4184,40,0.42772467
Watches,Kodiak,13910,107,0.47876923
Eyewear,Polar Sun,27261.8,447,0.57122971
Eyewear,Polar Ice,7627.4,71,0.53745837
Eyewear,Polar Sports,4079.95,35,0.49489577
Eyewear,Polar Wave,2677.36,28,0.56996444
Eyewear,Polar Extreme,1779.6,12,0.5111261
Eyewear,Bella,11542.5,171,0.44827637
Eyewear,Capri,4902.4,128,0.33916449
Eyewear,Cat Eye,32356.45,1082,0.3229214
Eyewear,Dante,6358.25,145,0.34891676
Eyewear,Fairway,17369.3,862,0.4044665
Eyewear,Inferno,16558.5,258,0.41225534
Eyewear,Maximus,27229,324,0.49114143
Eyewear,Trendi,29123.7,579,0.38979113
Eyewear,Zone,40777.1,1304,0.33402106
Eyewear,Hawk Eye,8424,208,0.40222222
Eyewear,Retro,11715.55,187,0.44070231
Knives,Max Gizmo,4316.6,113,0.53926702
Knives,Pocket Gizmo,16677.4,1367,0.5961115
Binoculars,Seeker Extreme,6181.56,36,0.45186652
Binoculars,Opera Vision,13530,123,0.54090909
Binoculars,Ranger Vision,46240,289,0.53402249
Navigation,Glacier Deluxe,10079.22,109,0.39191029
Navigation,Glacier GPS,10204.89,93,0.28415201
Navigation,Glacier GPS Extreme,15548.92,46,0.4779303
Navigation,Trail Master,2920,8,0.35082192
Navigation,Trail Scout,6188,26,0.35798319
Navigation,Astro Pilot,28275,195,0.37662069
Navigation,Sky Pilot,19690,55,0.33706704
Cooking Gear,TrailChef Canteen,6054.04,493,0.46091205
Cooking Gear,TrailChef Cup,4549.6,2068,0.61363636
Cooking Gear,TrailChef Cook Set,0,311,
Cooking Gear,TrailChef Deluxe Cook Set,29143.66,239,0.34754797
Cooking Gear,TrailChef Single Flame,38471.88,613,0.26099426
Cooking Gear,TrailChef Double Flame,16120.58,113,0.4742745
Cooking Gear,TrailChef Utensils,5121.9,271,0.47089947
Tents,Star Lite,169038.03,466,0.31080598
Tents,Star Gazer 2,68981.22,126,0.28293788
Tents,Star Gazer 3,35638.96,56,0.3306202
Sleeping Bags,Hibernator Lite,21762.76,257,0.29145017
Packs,Canyon Mule Climber Backpack,30390.86,411,0.29000035
Packs,Canyon Mule Weekender Backpack,48910.68,182,0.37984669
Packs,Canyon Mule Extreme Backpack,37228.54,86,0.4481739
Lanterns,Firefly Extreme,4519.8,90,0.44006372
Lanterns,EverGlow Kerosene,9059.56,293,0.35316947
Lanterns,Flicker Lantern,4050.76,119,0.54112808
Watches,Mountain Man Analog,2395.12,49,0.38625205
Watches,Mountain Man Digital,8060.31,239,0.4069707
Watches,Venue,130305,1785,0.41413852
Watches,Infinity,122878,539,0.45852309
Watches,Lux,67397.2,387,0.47307959
Watches,Sam,16433.4,366,0.38752784
Watches,TX,242544,1282,0.45163764
Watches,Legend,164807.4,628,0.43930989
Watches,Zodiak,19874,190,0.42671027
Watches,Kodiak,67790.6,544,0.45733627
Eyewear,Polar Sun,14251.54,235,0.56880099
Eyewear,Polar Ice,11675.4,110,0.53184473
Eyewear,Polar Sports,5074.96,44,0.48950928
Eyewear,Bella,15585,225,0.44358037
Eyewear,Capri,30908.1,807,0.34015129
Eyewear,Cat Eye,128058.6,4221,0.32498739
Eyewear,Dante,128512.55,2967,0.35102105
Eyewear,Fairway,85033,4220,0.40334694
Eyewear,Inferno,100796.85,1559,0.39947399
Eyewear,Maximus,106678,1310,0.49993776
Eyewear,Trendi,97028.7,1929,0.39412545
Eyewear,Zone,324622.9,10540,0.32570771
Eyewear,Hawk Eye,30820.5,761,0.40095326
Eyewear,Retro,25686.5,410,0.44772546
Knives,Single Edge,20953.64,1726,0.29489292
Knives,Double Edge,15364.02,942,0.29920294
Knives,Edge Extreme,16763.99,149,0.28895209
Knives,Bear Edge,5698.5,145,0.40127226
Knives,Bear Survival Edge,2214.96,24,0.51240654
Knives,Max Gizmo,44312,1160,0.53801589
Knives,Pocket Gizmo,57498.6,4713,0.60829968
Binoculars,Seeker 35,12371.25,125,0.28069112
Binoculars,Seeker 50,9328.44,74,0.26558782
Binoculars,Seeker Extreme,7383.53,43,0.45186652
Binoculars,Seeker Mini,5951.82,74,0.50267313
Binoculars,Opera Vision,33990,309,0.54051368
Binoculars,Ranger Vision,92000,575,0.48631348
Navigation,Glacier Basic,9075.81,283,0.3763642
Navigation,Glacier Deluxe,5462.22,59,0.3926334
Navigation,Glacier GPS,13057.87,119,0.28415201
Navigation,Glacier GPS Extreme,15548.92,46,0.4779303
Navigation,Trail Master,3650,10,0.35082192
Navigation,Trail Scout,22610,95,0.3572092
Insect Repellents,BugShield Spray,5687.97,957,0.69210281
Insect Repellents,BugShield Extreme,10395.84,1547,0.63988095
Sunscreen,Sun Blocker,2459.8,502,0.60204082
Sunscreen,Sun Shelter Stick,3753.4,766,0.6
Sunscreen,Sun Shelter 30,18551.1,3887,0.61237069
First Aid,Aloe Relief,339.95,65,0.63288719
Irons,Hailstorm Steel Irons,25567.06,59,0.49000785
Irons,Hailstorm Titanium Irons,89027.64,102,0.43751289
Irons,Lady Hailstorm Steel Irons,21533.97,43,0.44535634
Woods,Hailstorm Titanium Woods Set,48987.62,41,0.42250716
Woods,Hailstorm Steel Woods Set,60844.32,93,0.47786745
Woods,Lady Hailstorm Steel Woods Set,21632,25,0.45425758
Putters,Course Pro Putter,24276,336,0.51695502
Golf Accessories,Course Pro Golf and Tee Set,4098.99,393,0.73154362
Golf Accessories,Course Pro Gloves,13818.08,2578,0.55037313
Cooking Gear,TrailChef Kitchen Kit,15510.46,931,0.23529412
Cooking Gear,TrailChef Cup,2261.7,630,0.7632312
Cooking Gear,TrailChef Cook Set,24775.2,465,0.34365616
Cooking Gear,TrailChef Deluxe Cook Set,0,16,
Cooking Gear,TrailChef Double Flame,2428.32,16,0.50583119
Tents,Star Dome,55690.4,90,0.36003333
Tents,Star Gazer 6,17386.38,22,0.37997444
Sleeping Bags,Hibernator Lite,28113.76,332,0.29145017
Sleeping Bags,Hibernator,27742.02,201,0.3769019
Sleeping Bags,Hibernator Pad,20937.33,531,0.51382196
Sleeping Bags,Hibernator Pillow,3511.9,203,0.52947977
Sleeping Bags,Hibernator Camp Cot,20427.68,208,0.33560737
Packs,Canyon Mule Weekender Backpack,42460.92,158,0.37984669
Packs,Canyon Mule Journey Backpack,101445.51,291,0.38805542
Packs,Canyon Mule Cooler,32287.76,986,0.51139379
Packs,Canyon Mule Carryall,24181.5,350,0.40396584
Lanterns,Firefly Lite,3935.84,272,0.53351762
Lanterns,Firefly Mapreader,5713.68,358,0.53007519
Lanterns,Firefly 2,10468.6,390,0.38186004
Lanterns,Firefly 4,3663.95,127,0.37608319
Lanterns,EverGlow Double,1303.75,25,0.44870566
Lanterns,EverGlow Butane,3446.06,53,0.37511535
Lanterns,EverGlow Lamp,11636.75,523,0.5505618
Watches,Mountain Man Analog,6753.9,141,0.3736952
Watches,Mountain Man Digital,2161.34,53,0.50956351
Watches,Mountain Man Deluxe,3796.8,48,0.50695322
Eyewear,Polar Sun,4043,66,0.57311402
Eyewear,Polar Ice,2667.5,25,0.53430178
Eyewear,Polar Sports,5074.96,44,0.48950928
Knives,Bear Edge,4558.8,116,0.40127226
Binoculars,Seeker 35,11975.37,121,0.28069112
Binoculars,Seeker 50,8824.2,70,0.26558782
Binoculars,Seeker Mini,5710.53,71,0.50267313
Navigation,Glacier Basic,10647.24,332,0.3763642
Insect Repellents,BugShield Spray,3310.18,562,0.6893039
Insect Repellents,BugShield Lotion Lite,5292,756,0.73142857
Insect Repellents,BugShield Lotion,3951.36,576,0.66034985
Sunscreen,Sun Blocker,3518.2,718,0.60204082
Sunscreen,Sun Shelter 15,10568.15,2179,0.63092784
Sunscreen,Sun Shield,10966.2,1865,0.53061224
